,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
1851,-0.85349154,0.048648782,1.0601736,-0.15564056,-1.1249807,-0.5538027627891762,-0.39202423065335157,-1.2259209,0.43314376,0.7085212,1.4875833,6,0
1852,-0.61947185,-0.9619343,-0.032335293,-0.814466,-0.12055184,0.31411011054279564,0.19980688680430525,-0.40880942,2.3621085,1.08172,-0.10424192,7,0
1853,0.8626519,-0.39348128,0.550336,-0.6444465,0.33144113,-0.8431070538998333,-0.15887863892760798,0.306186,0.37091917,0.4846017,-0.18802169,5,0
1854,-0.30744576,-0.58296573,0.25900033,0.2056509,-0.17077321,0.7769969763198472,1.00684931970111,-0.068327695,0.43314376,0.18604305,-0.020461353,7,0
1855,0.62863225,-0.7092886,-0.25083706,1.8208358,0.08033397,3.033570446982974,1.4552062268660015,1.1913817,-0.50022554,-0.5603545,-0.6069229,6,0
1857,1.3306905,0.048648782,0.18616648,-0.814466,0.23099843,-1.0166896285662277,1.0785864248474926,-0.00024352015,-0.50022554,-0.41107494,-0.6907035,5,0
1858,1.3306905,-0.014512601,0.18616648,-0.85697085,0.23099843,-0.9588287703440963,0.9889150434145143,-0.00024352015,-0.5624502,-0.41107494,-0.6907035,5,0
1859,0.62863225,-0.7092886,-0.25083706,1.8208358,0.08033397,3.033570446982974,1.4552062268660015,1.1913817,-0.50022554,-0.5603545,-0.6069229,6,0
1860,-0.38545257,-0.9619343,-0.9063424,-0.15564056,-0.2712161,1.529188133207556,0.8095722805485577,-0.00024352015,0.6198176,1.0070803,-0.020461353,6,0
1861,0.47261935,-0.83561146,-0.25083706,1.0132433,0.13055551,2.7442661558723165,1.2579291877134493,0.816868,-0.50022554,-0.4857146,-0.4393626,6,0
1862,0.0825868,-1.2777416,-0.032335293,-0.66569895,0.13055551,-0.4959419045670447,-0.21268146778739494,-0.7492709,0.12202067,2.9477134,0.81734115,7,0
1863,-0.46345899,-0.3303199,-0.10516915,0.503185,-0.12055184,1.529188133207556,1.5448776082989797,0.4083224,0.12202067,-1.0081929,-0.85826385,5,0
1864,-0.07342644,-0.51980424,-0.10516915,-0.6444465,-0.47210193,-0.3223593299006503,0.11013550537132694,-0.20451634,1.3042899,0.6338815,-0.020461353,6,0
1866,0.3166061,-0.39348128,-0.46933886,1.7995833,-0.0703303,0.8348578345419787,1.4910747794391928,1.2935181,0.74426687,-0.18715572,-0.6069229,6,0
1867,-0.22943932,0.23813312,-0.25083706,1.7783312,-1.0245378,0.19838839409853273,0.3791496496702618,0.06784065,-0.74912554,-1.1574723,0.9011217,6,0
1868,0.16059324,-0.77245003,-0.32367092,0.39692283,-1.0245378,0.6034144016534528,0.5046895836764315,-0.4768936,-0.43800092,-1.0828326,1.0686821,7,0
1869,0.7846451,-0.9619343,-0.25083706,0.651952,-0.823652,0.6034144016534528,0.4329524785300488,0.20402929,-1.1224732,-1.1574723,-0.35558203,7,0
1870,-0.6974783,-0.8987729,-0.7606746,-0.77196115,-0.12055184,0.25624925232066414,0.845440833121749,-0.7492709,0.55759305,-0.18715572,-0.18802169,6,0
1871,-0.15143289,-0.77245003,-0.68784064,-0.070630796,-0.17077321,0.4298318269870585,0.9351122145547274,-0.034295753,0.74426687,-0.26179537,-0.10424192,6,0
1872,-1.0875108,-0.014512601,-0.83350843,2.2565105,-0.22099476,-0.26449847167851886,0.899243661981536,1.0211611,-0.81135017,-0.4857146,-1.3609457,5,0
1873,-1.0875108,-0.014512601,-0.83350843,2.2565105,-0.22099476,-0.26449847167851886,0.899243661981536,1.0211611,-0.81135017,-0.4857146,-1.3609457,5,0
1874,0.5506258,-0.2671585,-0.032335293,0.407549,-0.87387335,0.3719709687649271,0.6840323465423881,-0.2726208,-0.998024,-1.6053107,0.23087956,5,0
1875,-0.46345899,-0.14083555,0.4775021,2.2565105,0.33144113,-0.8431070538998333,0.8813093856949403,1.7361362,0.99316686,0.55924183,-1.1096047,5,0
1876,0.62863225,-0.8987729,-0.10516915,-0.72945625,0.08033397,1.008440409208373,0.4329524785300488,-0.20451634,-0.25132707,-0.26179537,-0.77448326,6,0
1877,0.62863225,-0.83561146,0.3318344,-0.8994757,-0.97431624,-0.5538027627891762,-0.6789726512388822,-0.8514073,-0.87357473,-1.1574723,-0.10424192,6,0
1878,0.62863225,-0.51980424,-0.396505,1.8208358,-0.42188036,0.6034144016534528,2.3698543174823805,1.3616226,-1.1846979,0.33532238,-1.528506,6,0
1879,0.004579993,-0.83561146,2.1526825,2.2883894,-0.42188036,-0.9588287703440963,-0.2306157440739906,1.3956748,-0.998024,-1.2321119,-1.1096047,6,0
1880,0.39461255,-0.20399694,0.76883775,1.8845934,-0.32143748,0.8348578345419787,1.7421546474515321,1.5318635,-0.25132707,0.7831608,-1.1096047,5,0
1881,0.004579993,-0.83561146,2.1526825,2.2883894,-0.42188036,-0.9588287703440963,-0.2306157440739906,1.3956748,-0.998024,-1.2321119,-1.1096047,6,0
1882,0.39461255,-0.20399694,0.76883775,1.8845934,-0.32143748,0.8348578345419787,1.7421546474515321,1.5318635,-0.25132707,0.7831608,-1.1096047,5,0
1883,0.39461255,-0.20399694,0.76883775,1.8845934,-0.32143748,0.8348578345419787,1.7421546474515321,1.5318635,-0.25132707,0.7831608,-1.1096047,5,0
1884,-0.61947185,-0.7092886,0.040498562,0.5244374,-1.1249807,0.19838839409853273,0.14600405794451826,0.06784065,1.117616,-1.0081929,-0.27180225,5,0
1885,0.004579993,-0.83561146,2.1526825,2.2883894,-0.42188036,-0.9588287703440963,-0.2306157440739906,1.3956748,-0.998024,-1.2321119,-1.1096047,6,0
1886,-0.15143289,1.248716,-2.144519,-0.9419806,-0.77343065,0.48769268520918996,-0.15887863892760798,-0.54499805,-0.12687781,-1.530671,-1.277165,5,0
1887,0.0825868,-0.58296573,0.6960039,1.7358261,-0.0703303,0.6034144016534528,1.114454977420684,1.4297067,0.93094075,-0.7096338,-0.6907035,5,0
1888,0.004579993,-0.58296573,0.62317,2.6390545,-0.12055184,1.124162125652636,1.2399949114268536,1.8382727,0.74426687,-0.78427374,-0.77448326,5,0
1889,0.3166061,-1.1514187,0.62317,-0.87822336,-0.77343065,-0.38022018812278174,-0.06920725749462966,-0.4768936,-0.50022554,1.7534773,-0.4393626,5,0
1890,0.39461255,-0.20399694,0.76883775,1.8845934,-0.32143748,0.8348578345419787,1.7421546474515321,1.5318635,-0.25132707,0.7831608,-1.1096047,5,0
1891,0.3166061,-0.014512601,0.6960039,1.7570786,-0.32143748,0.7769969763198472,1.4552062268660015,1.463759,-0.25132707,0.8578005,-1.1933845,5,0
1892,-0.30744576,-0.58296573,-0.032335293,2.7346904,-0.2712161,0.5455535434313215,0.46882103110324014,1.8382727,0.4953684,-0.85891336,-1.528506,5,0
1893,-0.30744576,-0.58296573,-0.032335293,2.7346904,-0.2712161,0.5455535434313215,0.46882103110324014,1.8382727,0.4953684,-0.85891336,-1.528506,5,0
1894,-0.30744576,0.11181017,0.91450566,0.2269033,0.23099843,0.024805819432138373,0.8095722805485577,0.20402929,-0.50022554,-0.63499415,-0.85826385,5,0
1895,0.5506258,-0.45664287,0.11333263,1.0344958,-0.6227662,2.4549618647616596,1.7242203711649364,0.7828361,-1.8069441,-0.26179537,-0.85826385,6,0
1896,0.23859967,-0.2671585,2.5896862,0.56694233,-0.7232091,1.2977447003190303,0.899243661981536,0.6806794,-1.9936179,-0.85891336,-1.3609457,6,0
1897,0.23859967,-0.2671585,2.5896862,0.56694233,-0.7232091,1.2977447003190303,0.899243661981536,0.6806794,-1.9936179,-0.85891336,-1.3609457,6,0
1898,0.004579993,-0.14083555,0.6960039,0.67320454,0.08033397,-0.9009679121219648,-0.4816956120863299,1.0211611,0.43314376,0.8578005,-0.5231432,6,0
1899,-0.38545257,0.68026316,-0.032335293,-0.75070864,-1.0747592,0.6034144016534528,-0.21268146778739494,-1.5663824,0.43314376,0.7085212,1.7389241,7,0
1900,2.1887624,-0.6461271,-0.32367092,1.8420883,-0.9240949,0.8348578345419787,0.899243661981536,1.4297067,-3.1136627,-0.7096338,-0.6907035,6,0
1901,0.16059324,-0.77245003,-0.10516915,0.5244374,-0.6227662,-0.9588287703440963,0.0383984002249443,-0.13643216,-1.6202703,-1.3813915,-0.10424192,5,0
1902,1.2526845,-0.6461271,0.25900033,1.1195055,-0.5725448,-0.26449847167851886,1.2041263588536621,1.2935181,-1.8069441,-0.26179537,-1.1933845,6,0
1903,0.47261935,0.048648782,-0.32367092,-0.8994757,-0.5725448,-0.3223593299006503,-0.17681291521420364,-0.4768936,-1.3091471,0.18604305,-0.10424192,5,0
1904,0.5506258,-0.45664287,0.11333263,1.0344958,-0.6227662,2.4549618647616596,1.7242203711649364,0.7828361,-1.8069441,-0.26179537,-0.85826385,6,0
1905,0.23859967,-0.2671585,2.5896862,0.56694233,-0.7232091,1.2977447003190303,0.899243661981536,0.6806794,-1.9936179,-0.85891336,-1.3609457,6,0
1906,-0.931498,-0.3303199,0.25900033,-0.75070864,-0.7232091,-0.8431070538998333,0.07426695279813562,-0.44284138,-0.3757763,1.2309992,0.06331921,5,0
1907,0.5506258,0.23813312,-0.10516915,-0.5806892,-1.1249807,1.9342141407624764,0.7557694516887707,-1.0216482,-0.6246763,0.4846017,1.2362424,7,0
1908,0.004579993,0.17497174,0.3318344,0.05688379,-0.67298776,-0.26449847167851886,-0.3202871255069689,-1.0897323,-1.8069441,0.4846017,1.6551436,7,0
1909,0.3166061,-1.2777416,0.18616648,0.82197154,0.53232694,0.5455535434313215,0.1818726105177096,0.6806794,-0.064653195,-1.0081929,-0.77448326,5,0
1910,-0.46345899,-0.51980424,0.3318344,0.56694233,-0.32143748,1.3556055585411617,1.1503235299938752,0.4083224,-0.87357473,-0.78427374,-1.1096047,5,0
1911,-0.07342644,-0.9619343,-0.396505,-0.87822336,-0.5223233,-0.6116636210113076,-0.8045125852450518,-0.6811664,-1.1224732,1.6041981,-0.5231432,6,0
1912,0.5506258,-0.20399694,-0.32367092,0.651952,-0.77343065,-0.6116636210113076,-0.06920725749462966,-0.23856856,-1.6202703,-0.4857146,0.9849015,6,0
1913,0.8626519,-0.6461271,-0.10516915,-0.70820385,-0.12055184,-0.5538027627891762,0.6660980702557924,0.23808153,-0.81135017,-0.18715572,-0.77448326,6,0
1914,-0.30744576,0.6171018,-0.10516915,-0.41066974,-0.9240949,-0.20663761345638743,0.3432810970970705,-1.3621097,-1.3713717,-1.1574723,1.2362424,6,0
1915,0.004579993,0.17497174,0.3318344,0.05688379,-0.67298776,-0.26449847167851886,-0.3202871255069689,-1.0897323,-1.8069441,0.4846017,1.6551436,7,0
1916,-0.46345899,-0.51980424,0.3318344,0.56694233,-0.32143748,1.3556055585411617,1.1503235299938752,0.4083224,-0.87357473,-0.78427374,-1.1096047,5,0
1917,-0.07342644,-0.9619343,-0.396505,-0.87822336,-0.5223233,-0.6116636210113076,-0.8045125852450518,-0.6811664,-1.1224732,1.6041981,-0.5231432,6,0
1918,-0.46345899,0.11181017,-0.17800322,1.9058455,-0.371659,1.3556055585411617,1.0965207011340883,1.5318635,-0.3135517,0.40996206,-1.3609457,6,0
1919,0.0825868,-0.7092886,1.3515092,1.7570786,-0.12055184,1.4713272749854247,1.3117320165732362,1.6339998,0.12202067,1.0070803,-1.277165,6,0
1920,0.70663905,-0.45664287,0.11333263,1.2045153,0.03011261,1.2398838420968987,0.7557694516887707,1.0211611,-1.1846979,-0.26179537,-0.27180225,7,0
1921,0.3166061,-1.2777416,0.18616648,0.82197154,0.53232694,0.5455535434313215,0.1818726105177096,0.6806794,-0.064653195,-1.0081929,-0.77448326,5,0
1922,-0.15143289,-1.3409029,-0.9063424,-0.11313563,0.18077688,-0.20663761345638743,0.19980688680430525,0.23808153,0.43314376,-0.85891336,-0.94204444,5,0
1923,0.7846451,0.23813312,-0.32367092,-0.79321355,-1.1752021,-1.190272203232622,-1.0197239006841996,-0.7833231,-1.5580456,-0.3364353,-0.10424192,5,0
1924,0.3166061,-0.45664287,0.3318344,-0.814466,-0.97431624,-1.4217156361211478,-0.17681291521420364,-0.54499805,-0.43800092,-0.93355304,-0.10424192,4,0
1927,-0.07342644,-0.51980424,-0.25083706,-0.814466,0.03011261,0.8927186927641101,0.953046490841323,-0.6811664,-1.0602486,-0.85891336,-0.020461353,5,0
1928,-0.15143289,-0.39348128,0.040498562,0.29066065,-0.22099476,0.9505795509862416,1.3834691217196189,-0.2726208,0.059796046,-1.0081929,0.73356056,6,0
1929,1.2526845,0.048648782,0.11333263,0.90698117,-0.77343065,0.8927186927641101,1.00684931970111,0.6806794,-0.87357473,-0.93355304,-0.27180225,5,0
1930,1.5647103,-0.39348128,0.18616648,1.0770007,-0.42188036,1.0663012674305044,2.011168791750467,0.95305663,-1.1224732,-0.85891336,-0.10424192,6,0
1933,0.004579993,0.8697475,2.444018,0.6094472,1.5869772,-0.20663761345638743,1.1861920825670667,0.6125952,-1.3713717,-1.3067518,-1.1096047,5,0
1934,-0.30744576,-0.3303199,0.3318344,-0.814466,-0.5725448,-0.3223593299006503,-0.5175641646595212,-0.7492709,0.059796046,1.0070803,-0.18802169,6,0
1935,1.2526845,0.048648782,0.11333263,0.90698117,-0.77343065,0.8927186927641101,1.00684931970111,0.6806794,-0.87357473,-0.93355304,-0.27180225,5,0
1936,1.5647103,-0.39348128,0.18616648,1.0770007,-0.42188036,1.0663012674305044,2.011168791750467,0.95305663,-1.1224732,-0.85891336,-0.10424192,6,0
1937,0.0825868,-1.2777416,-0.32367092,-0.17689297,1.4363129,0.19838839409853273,1.00684931970111,-0.2726208,0.059796046,-1.0081929,0.48222047,7,0
1938,0.004579993,-1.0882573,0.25900033,-0.8994757,-1.0245378,-0.20663761345638743,-0.5713669935193082,-0.61308223,0.68204224,-1.3813915,-0.5231432,5,0
1939,-0.30744576,-0.14083555,0.040498562,0.46068007,0.03011261,0.25624925232066414,0.4867553073898358,0.44235432,-0.50022554,-1.0828326,-1.277165,5,0
1940,0.8626519,0.17497174,1.8613466,2.0333602,0.03011261,0.25624925232066414,2.513328527775146,1.872325,-1.8069441,0.8578005,-1.6122857,5,0
1941,-0.30744576,-0.14083555,0.040498562,0.46068007,0.03011261,0.25624925232066414,0.4867553073898358,0.44235432,-0.50022554,-1.0828326,-1.277165,5,0
1942,0.8626519,0.17497174,1.8613466,2.0333602,0.03011261,0.25624925232066414,2.513328527775146,1.872325,-1.8069441,0.8578005,-1.6122857,5,0
1943,-0.6974783,-0.51980424,0.91450566,1.3107775,-0.5223233,1.008440409208373,1.41933767429281,0.7487838,-0.25132707,-0.037876386,-0.85826385,5,0
1944,-0.931498,0.7434246,0.76883775,-0.9207282,-0.020108936,1.7606315660960818,1.4552062268660015,-0.4768936,-1.2469225,-0.93355304,-1.277165,5,0
1945,0.70663905,-0.45664287,-0.10516915,0.503185,-0.12055184,0.48769268520918996,0.6481637939691968,0.27213377,-1.4335964,0.40996206,-0.4393626,6,0
1946,-0.61947185,-0.7092886,0.040498562,1.3957872,0.73321277,1.529188133207556,0.7557694516887707,1.5658954,2.3621085,-0.7096338,-1.277165,6,0
1947,-1.1655177,0.7434246,0.76883775,-0.9207282,-0.020108936,1.7606315660960818,1.4552062268660015,-0.4768936,-1.2469225,-0.93355304,-1.277165,5,0
1948,0.004579993,-0.8987729,-0.032335293,-0.85697085,-0.2712161,0.3719709687649271,0.3432810970970705,-0.23856856,0.74426687,0.33532238,-0.27180225,7,0
1949,-0.38545257,-0.14083555,0.91450566,0.26940814,0.13055551,-0.09091589701212452,0.7916380042619621,0.20402929,-1.1224732,-0.63499415,-0.77448326,5,0
1950,0.62863225,-0.51980424,-1.343346,2.5009139,-0.77343065,1.0663012674305044,1.849760305171106,1.7020841,-1.6202703,-0.4857146,-0.6907035,5,0
1952,0.70663905,-0.14083555,0.3318344,0.58819467,-1.1752021,-0.09091589701212452,0.46882103110324014,-0.71521866,-1.3091471,-1.3813915,2.074045,7,0
1953,0.70663905,-0.58296573,0.4775021,-0.24065022,-0.371659,1.0663012674305044,1.00684931970111,0.47640657,0.93094075,1.6041981,0.23087956,6,0
1954,0.62863225,-0.51980424,-1.343346,2.5009139,-0.77343065,1.0663012674305044,1.849760305171106,1.7020841,-1.6202703,-0.4857146,-0.6907035,5,0
1955,-0.61947185,-0.2671585,-0.25083706,1.2045153,0.5825485,2.0499358572067394,0.953046490841323,0.9190247,-2.0558426,0.33532238,-1.277165,5,0
1956,0.004579993,-1.1514187,0.11333263,-0.9207282,-1.2254236,-0.8431070538998333,-0.9479867955378171,-0.30665272,0.93094075,-0.93355304,-0.5231432,5,0
1957,-0.15143289,-1.3409029,0.040498562,0.3756703,0.33144113,-0.4959419045670447,-0.4816956120863299,0.6806794,0.43314376,-1.0828326,-1.1096047,6,0
1958,0.16059324,-0.07767417,1.7156789,2.3733993,0.23099843,1.2977447003190303,2.1905115546164233,2.4170794,-1.6202703,0.40996206,-1.528506,6,0
1959,1.0186648,-1.0250958,-0.032335293,-0.9419806,-1.3760879,-1.0166896285662277,-0.44582705951313856,-0.54499805,-2.6780903,-1.1574723,-0.35558203,5,0
1960,1.0186648,-1.0250958,-0.032335293,-0.9419806,-1.3760879,-1.0166896285662277,-0.44582705951313856,-0.54499805,-2.6780903,-1.1574723,-0.35558203,5,0
1961,1.7987299,-0.77245003,1.1330074,-0.87822336,-0.6227662,-0.5538027627891762,0.1280697816579226,0.44235432,-1.9936179,0.8578005,-0.85826385,5,0
1962,0.7846451,-0.77245003,1.2058413,-0.85697085,-0.5223233,-1.1324113450104907,-0.30235284922037325,0.4083224,-0.3135517,0.33532238,-0.5231432,5,0
1963,0.16059324,-0.07767417,1.7156789,2.3733993,0.23099843,1.2977447003190303,2.1905115546164233,2.4170794,-1.6202703,0.40996206,-1.528506,6,0
1964,-0.30744576,-0.14083555,0.76883775,0.31191307,-0.2712161,1.124162125652636,1.0247835959877056,0.4083224,-0.18910244,-0.4857146,-1.277165,5,0
1965,-0.30744576,-0.39348128,-0.25083706,1.672069,1.2354271,1.124162125652636,0.845440833121749,1.1232976,-1.1846979,-1.0828326,-1.6122857,6,0
1966,0.16059324,-0.77245003,-0.10516915,0.56694233,-0.22099476,-1.0166896285662277,-0.033338704921438346,-0.1704844,-0.6246763,-1.3067518,-0.020461353,6,0
1967,0.62863225,-0.6461271,0.25900033,0.800719,-0.371659,1.2977447003190303,1.2579291877134493,0.816868,-0.81135017,0.26068273,-0.85826385,7,0
1968,0.3166061,-0.83561146,-0.032335293,-0.85697085,-0.22099476,0.6034144016534528,0.46882103110324014,-0.40880942,1.3042899,0.03676328,-0.35558203,6,0
1969,-0.6974783,0.49077883,-0.10516915,-0.474427,-1.0747592,1.0663012674305044,0.8633751094083447,-0.6471345,1.9265362,1.9773968,0.9849015,7,0
1970,0.8626519,0.9960705,0.8416718,-0.6231941,-0.77343065,0.08266667765426983,0.0025298476517529754,-0.068327695,0.059796046,-0.41107494,0.14709899,6,0
1971,-0.6974783,0.49077883,-0.10516915,-0.474427,-1.0747592,1.0663012674305044,0.8633751094083447,-0.6471345,1.9265362,1.9773968,0.9849015,7,0
1972,0.3166061,-0.83561146,-0.396505,-0.19814539,1.7376418,0.3719709687649271,0.3074125445238792,0.57854295,-0.43800092,-0.78427374,-1.1096047,5,0
1973,0.23859967,-0.45664287,-0.396505,2.7453167,1.6371987,0.14052753587640127,0.41501820224345315,2.2127662,-0.3135517,-1.0081929,-1.4447254,5,0
1974,0.23859967,-0.45664287,-0.396505,2.7453167,1.6371987,0.14052753587640127,0.41501820224345315,2.2127662,-0.3135517,-1.0081929,-1.4447254,5,0
1975,-0.30744576,-0.39348128,0.25900033,0.503185,-0.17077321,2.6285444394280537,1.4552062268660015,0.44235432,0.12202067,-0.7096338,-0.85826385,6,0
1976,-0.30744576,-0.3303199,0.40466827,0.33316547,0.28121978,0.25624925232066414,1.6524832660185538,0.9190247,2.1754346,0.18604305,-0.27180225,5,0
1977,0.940658,-0.83561146,-0.32367092,0.18439847,-0.17077321,-0.03305503878999308,0.4867553073898358,0.6806794,0.18424529,-0.18715572,-1.1933845,6,0
1978,0.5506258,-0.014512601,-0.396505,-0.8994757,-0.371659,-0.43808104634491324,-0.2306157440739906,-0.4768936,-0.18910244,0.11140339,-0.020461353,6,0
1979,0.23859967,0.3012945,1.3515092,1.5658067,-0.47210193,1.529188133207556,1.2220606351402579,1.2935181,-0.81135017,-0.4857146,-1.277165,6,0
1980,0.3166061,-0.83561146,-0.10516915,1.8633409,0.23099843,1.2977447003190303,1.7242203711649364,1.4978112,-0.50022554,-0.4857146,-1.3609457,8,0
1981,0.3166061,-0.83561146,-0.10516915,1.8633409,0.23099843,1.2977447003190303,1.7242203711649364,1.4978112,-0.50022554,-0.4857146,-1.3609457,8,0
1982,0.3166061,-0.83561146,-0.10516915,1.8633409,0.23099843,1.2977447003190303,1.7242203711649364,1.4978112,-0.50022554,-0.4857146,-1.3609457,8,0
1983,0.3166061,-0.83561146,-0.10516915,1.8633409,0.23099843,1.2977447003190303,1.7242203711649364,1.4978112,-0.50022554,-0.4857146,-1.3609457,8,0
1984,0.3166061,-0.83561146,-0.10516915,1.8633409,0.23099843,1.2977447003190303,1.7242203711649364,1.4978112,-0.50022554,-0.4857146,-1.3609457,8,0
1985,0.70663905,-0.8987729,1.9341805,2.3840253,-0.12055184,1.008440409208373,1.168257806280471,2.0425456,-0.12687781,0.7085212,-1.1933845,6,0
1986,0.3166061,-1.0882573,0.6960039,-0.75070864,-0.22099476,-0.20663761345638743,0.630229517682601,-0.30665272,-0.12687781,0.03676328,-0.35558203,6,0
1987,0.70663905,-0.7092886,-0.25083706,0.4819325,-0.42188036,1.529188133207556,1.0785864248474926,0.27213377,-0.6246763,0.18604305,-0.4393626,5,0
1988,0.62863225,-0.7092886,0.040498562,1.0557482,-0.42188036,1.876353282540345,1.5269433320123842,0.816868,-0.6869009,0.03676328,-0.85826385,6,0
1989,-0.07342644,-0.014512601,-0.10516915,-0.45317462,-0.87387335,-0.03305503878999308,-0.24855002036058627,-1.1578368,-0.87357473,-1.6053107,1.4875833,7,0
1990,-0.61947185,0.6171018,-0.32367092,-0.9207282,0.13055551,-1.4795764943432792,-0.10507581006782099,-0.23856856,0.12202067,-0.037876386,-1.1933845,4,0
1991,0.3166061,-0.83561146,-0.10516915,1.8633409,0.23099843,1.2977447003190303,1.7242203711649364,1.4978112,-0.50022554,-0.4857146,-1.3609457,8,0
1992,-0.15143289,-1.3409029,-0.25083706,0.18439847,0.28121978,-0.7852461956777019,-0.2306157440739906,0.37427017,1.7398623,-0.63499415,-0.77448326,5,0
1993,0.16059324,-0.20399694,-0.68784064,-0.038752127,0.08033397,0.14052753587640127,1.1503235299938752,-0.6811664,-0.5624502,-0.5603545,0.9011217,6,0
1994,-0.15143289,-0.3303199,0.11333263,1.9483505,-0.42188036,0.9505795509862416,0.9351122145547274,1.6339998,0.74426687,1.08172,-1.4447254,6,0
1995,0.940658,-0.83561146,0.4775021,1.3532823,0.18077688,1.1820229838747673,0.9709807671279186,1.974441,0.74426687,2.2013159,-1.3609457,6,0
1996,-0.15143289,-0.3303199,0.11333263,1.9483505,-0.42188036,0.9505795509862416,0.9351122145547274,1.6339998,0.74426687,1.08172,-1.4447254,6,0
1997,0.940658,-0.83561146,0.4775021,1.3532823,0.18077688,1.1820229838747673,0.9709807671279186,1.974441,0.74426687,2.2013159,-1.3609457,6,0
